price;bedrooms;bathrooms;sqft_living;sqft_lot;floors;waterfront;view;condition;grade;sqft_above;sqft_basement;yr_renovated;sqft_living15;sqft_lot15;ano;mes;dia_da_semana;trimestre;final_de_semana;fim_do_mes;semestre;dias_desde_inicio;estacao_Primavera;estacao_Verao;estacao_Outono;estacao_Inverno;sqft_lot_more_living;living_percent_total;percent_construcao_above;lot_15_compare;living_15_compare;mean_price_zipcode;age;age_renovated;bath_per_bed;bed_per_floor;grade_x_condition;bool_renovated;bool_basement;living_more_than_lot;dist_seattle;bool_renovated_45;bool_renovated_15
189000.0;2;1.0;1200;9850;1.0;0;0;4;7;1200;0;0;1060;5095;2014;12;4;4;0;0;2;217;0;0;0;1;11050;0.1086;1.0;1.9333;1.1321;234284.0352;105;105;0.5;2.0;28;0;0;0;0.3214;0;0
230000.0;3;1.0;1250;9774;1.0;0;0;4;7;1250;0;0;1280;8850;2015;4;4;2;0;0;1;357;1;0;0;0;11024;0.1134;1.0;1.1044;0.9766;294111.2786;57;57;0.3333;3.0;28;0;0;0;0.2731;0;0
385000.0;4;1.75;1620;4980;1.0;0;0;4;7;860;760;0;1400;4980;2014;5;2;2;0;0;1;12;1;0;0;0;6600;0.2455;0.5309;1.0;1.1571;386997.3968;79;79;0.4375;4.0;28;0;1;0;0.0967;0;0
2000000.0;3;2.75;3050;44867;1.0;0;4;3;9;2330;720;0;4110;20336;2014;8;1;3;0;0;2;116;0;1;0;0;47917;0.0637;0.7639;2.2063;0.7421;1194230.0213;58;58;0.9167;3.0;27;0;1;0;0.124;0;0
285000.0;5;2.5;2270;6300;2.0;0;0;3;8;2270;0;0;2240;7005;2014;7;3;3;0;0;2;62;0;1;0;0;8570;0.2649;1.0;0.8994;1.0134;334921.0627;31;31;0.5;2.5;24;0;0;0;0.3237;1;0
252700.0;2;1.5;1070;9643;1.0;0;0;3;7;1070;0;0;1220;8386;2014;5;4;2;0;0;1;14;1;0;0;0;10713;0.0999;1.0;1.1499;0.877;296187.9805;41;41;0.75;2.0;21;0;0;0;0.3026;1;0
329000.0;3;2.25;2450;6500;2.0;0;0;4;8;2450;0;0;2200;6865;2014;11;3;4;0;0;2;202;0;0;1;0;8950;0.2737;1.0;0.9468;1.1136;296187.9805;41;41;0.75;1.5;32;0;0;0;0.2821;1;0
233000.0;3;2.0;1710;4697;1.5;0;0;5;6;1710;0;0;1030;4705;2014;11;0;4;0;0;2;185;0;0;1;0;6407;0.2669;1.0;0.9983;1.6602;234284.0352;85;85;0.6667;2.0;30;0;0;0;0.3223;0;0
937000.0;3;1.75;2450;2691;2.0;0;0;3;8;1750;700;0;1760;3573;2014;6;3;2;0;0;1;55;0;1;0;0;5141;0.4766;0.7143;0.7531;1.392;849448.0163;111;111;0.5833;1.5;24;0;1;0;0.0428;0;0
667000.0;3;1.0;1400;1581;1.5;0;0;5;8;1400;0;0;1860;3861;2014;12;0;4;0;0;2;213;0;0;0;1;2981;0.4696;1.0;0.4095;0.7527;1095499.342;117;117;0.3333;2.0;40;0;0;0;0.0241;0;0
438000.0;3;1.75;1520;6380;1.0;0;0;3;7;790;730;0;1520;6235;2014;6;1;2;0;0;1;53;0;1;0;0;7900;0.1924;0.5197;1.0233;1.0;619900.5472;78;78;0.5833;3.0;21;0;1;0;0.0931;0;0
719000.0;4;2.5;2570;7173;2.0;0;0;3;8;2570;0;0;2630;6026;2015;3;0;1;0;0;1;304;1;0;0;0;9743;0.2638;1.0;1.1903;0.9772;645231.4564;21;21;0.625;2.0;24;0;0;0;0.244;1;0
580500.0;3;2.5;2320;3980;2.0;0;0;3;8;2320;0;0;2580;3980;2014;11;0;4;0;0;2;192;0;0;1;0;6300;0.3683;1.0;1.0;0.8992;616990.5922;23;23;0.8333;1.5;24;0;0;0;0.2706;1;0
280000.0;2;1.5;1190;1265;3.0;0;0;3;7;1190;0;0;1390;1756;2014;12;0;4;0;0;2;213;0;0;0;1;2455;0.4847;1.0;0.7204;0.8561;386997.3968;21;21;0.75;0.6667;21;0;0;0;0.1237;1;0
687500.0;4;1.75;2330;5000;1.5;0;0;4;7;1510;820;0;1460;5000;2014;6;1;2;0;0;1;53;0;1;0;0;7330;0.3179;0.6481;1.0;1.5959;576795.0072;97;97;0.4375;2.6667;28;0;1;0;0.0841;0;0
535000.0;3;1.0;1090;3000;1.5;0;0;4;8;1090;0;0;1570;5080;2014;11;0;4;0;0;2;192;0;0;1;0;4090;0.2665;1.0;0.5906;0.6943;576795.0072;97;97;0.3333;2.0;32;0;0;0;0.0932;0;0
322500.0;4;2.75;2060;6659;1.0;0;0;3;7;1280;780;0;2020;8720;2014;12;2;4;0;0;2;215;0;0;0;1;8719;0.2363;0.6214;0.7636;1.0198;353608.6352;45;45;0.6875;4.0;21;0;1;0;0.2501;0;0
696000.0;3;2.5;2300;3060;1.5;0;0;3;8;1510;790;2002;1590;3264;2014;6;4;2;0;0;1;42;0;1;0;0;5360;0.4291;0.6565;0.9375;1.4465;619900.5472;96;24;0.8333;2.0;24;1;1;0;0.0796;1;0
550000.0;4;1.0;1660;34848;1.0;0;0;1;5;930;730;0;2160;11467;2014;5;2;2;0;0;1;26;1;0;0;0;36508;0.0455;0.5602;3.039;0.7685;645231.4564;93;93;0.25;4.0;5;0;1;0;0.2078;0;0
640000.0;4;2.0;2360;6000;2.0;0;0;4;8;2360;0;0;1730;4700;2014;12;1;4;0;0;2;242;0;0;0;1;8360;0.2823;1.0;1.2766;1.3642;579053.4173;122;122;0.5;2.0;32;0;0;0;0.0706;0;0
240000.0;4;1.0;1220;8075;1.0;0;0;2;7;890;330;0;1290;7800;2015;2;4;1;0;0;1;287;0;0;0;1;9295;0.1313;0.7295;1.0353;0.9457;280804.6906;57;57;0.25;4.0;14;0;1;0;0.2767;0;0
605000.0;4;2.5;2620;7553;2.0;0;0;3;8;2620;0;0;2620;11884;2014;6;4;2;0;0;1;49;0;1;0;0;10173;0.2575;1.0;0.6356;1.0;420890.5493;30;30;0.625;2.0;24;0;0;0;0.1701;1;0
625000.0;4;2.5;2570;5520;2.0;0;0;3;9;2570;0;0;2470;5669;2014;7;1;3;0;0;2;74;0;1;0;0;8090;0.3177;1.0;0.9737;1.0405;685605.7755;26;26;0.625;2.0;27;0;0;0;0.3052;1;0
775000.0;4;2.25;4220;24186;1.0;0;0;3;8;2600;1620;0;2410;30617;2014;8;0;3;0;0;2;101;0;1;0;0;28406;0.1486;0.6161;0.79;1.751;464231.8386;42;42;0.5625;4.0;24;0;1;0;0.1619;1;0
861990.0;5;2.75;3595;5639;2.0;0;0;3;9;3595;0;0;3625;5639;2014;7;0;3;0;0;2;66;0;1;0;0;9234;0.3893;1.0;1.0;0.9917;678163.0593;12;12;0.55;2.5;27;0;0;0;0.3257;1;1
685000.0;3;1.0;1570;2280;2.0;0;0;3;7;1570;0;0;1580;2640;2014;10;1;4;0;0;2;179;0;0;1;0;3850;0.4078;1.0;0.8636;0.9937;849448.0163;104;104;0.3333;1.5;21;0;0;0;0.0474;0;0
309000.0;3;1.0;1280;9656;1.0;0;0;4;6;920;360;0;1340;8808;2014;7;1;3;0;0;2;88;0;1;0;0;10936;0.117;0.7188;1.0963;0.9552;353608.6352;67;67;0.3333;3.0;24;0;1;0;0.2226;0;0
488000.0;3;2.5;3160;13603;2.0;0;0;3;8;3160;0;0;3050;9232;2014;7;4;3;0;0;2;77;0;1;0;0;16763;0.1885;1.0;1.4735;1.0361;424788.7474;23;23;0.8333;1.5;24;0;0;0;0.381;1;0
210490.0;3;1.0;990;8528;1.0;0;0;3;6;990;0;0;1228;8840;2015;3;2;1;0;0;1;327;1;0;0;0;9518;0.104;1.0;0.9647;0.8062;286732.7916;60;60;0.3333;3.0;18;0;0;0;0.3021;0;0
785000.0;4;2.5;2290;13416;2.0;0;0;4;9;2290;0;0;2680;13685;2014;7;2;3;0;0;2;75;0;1;0;0;15706;0.1458;1.0;0.9803;0.8545;617105.0851;45;45;0.625;2.0;36;0;0;0;0.1816;0;0
450000.0;3;1.75;1250;5963;1.0;0;0;4;7;1250;0;0;970;5100;2015;4;1;2;0;0;1;361;1;0;0;0;7213;0.1733;1.0;1.1692;1.2887;619900.5472;73;73;0.5833;3.0;28;0;0;0;0.0797;0;0
1350000.0;3;2.5;2753;65005;1.0;1;2;5;9;2165;588;0;2680;72513;2015;3;2;1;0;0;1;313;1;0;0;0;67758;0.0406;0.7864;0.8965;1.0272;487479.6271;73;73;0.8333;3.0;45;0;1;0;0.2345;0;0
228000.0;3;1.0;1190;9199;1.0;0;0;3;7;1190;0;0;1190;9364;2014;9;1;3;0;0;2;137;0;0;1;0;10389;0.1145;1.0;0.9824;1.0;284908.5965;71;71;0.3333;3.0;21;0;0;0;0.1807;0;0
345000.0;5;2.5;3150;9134;1.0;0;0;4;8;1640;1510;0;1990;9133;2015;2;1;1;0;0;1;291;0;0;0;1;12284;0.2564;0.5206;1.0001;1.5829;420890.5493;60;60;0.5;5.0;32;0;1;0;0.1822;0;0
600000.0;3;1.75;1410;4080;1.0;0;0;4;7;1000;410;0;1410;4080;2014;12;2;4;0;1;2;243;0;0;0;1;5490;0.2568;0.7092;1.0;1.0;576795.0072;76;76;0.5833;3.0;28;0;1;0;0.0909;0;0
585000.0;2;1.75;1980;8550;1.0;0;0;3;7;990;990;0;1480;6738;2015;2;3;1;0;0;1;279;0;0;0;1;10530;0.188;0.5;1.2689;1.3378;576795.0072;45;45;0.875;2.0;21;0;1;0;0.0998;0;0
920000.0;5;2.25;2730;6000;1.5;0;0;3;8;2130;600;0;2730;6000;2015;3;1;1;0;0;1;305;1;0;0;0;8730;0.3127;0.7802;1.0;1.0;862825.2314;99;99;0.45;3.3333;24;0;1;0;0.0721;0;0
885000.0;4;2.5;2830;5000;2.0;0;0;3;9;2830;0;0;1950;5000;2014;5;0;2;0;0;1;10;1;0;0;0;7830;0.3614;1.0;1.0;1.4513;862825.2314;31;31;0.625;2.0;27;0;0;0;0.0681;1;0
292500.0;4;2.5;2250;4495;2.0;0;0;3;7;2250;0;0;2250;4500;2014;8;1;3;0;0;2;109;0;1;0;0;6745;0.3336;1.0;0.9989;1.0;311632.1058;18;18;0.625;2.0;21;0;0;0;0.3242;1;0
301000.0;3;2.5;2420;4750;2.0;0;0;3;8;2420;0;0;2690;4750;2015;4;1;2;0;0;1;340;1;0;0;0;7170;0.3375;1.0;1.0;0.8996;311632.1058;23;23;0.8333;1.5;24;0;0;0;0.3189;1;0
951000.0;5;3.25;3250;14342;2.0;0;4;4;8;3250;0;0;2960;11044;2014;8;2;3;0;0;2;117;0;1;0;0;17592;0.1847;1.0;1.2986;1.098;645507.3781;58;58;0.65;2.5;32;0;0;0;0.2169;0;0
430000.0;4;3.0;1850;9976;2.0;0;0;3;8;1850;0;0;2270;8542;2015;2;0;1;0;0;1;297;0;0;0;1;11826;0.1564;1.0;1.1679;0.815;493552.5321;35;35;0.75;2.0;24;0;0;0;0.2088;1;0
650000.0;3;2.25;2150;21235;1.0;0;3;4;8;1590;560;0;2570;18900;2014;12;2;4;0;0;2;222;0;0;0;1;23385;0.0919;0.7395;1.1235;0.8366;464231.8386;67;67;0.75;3.0;32;0;1;0;0.1727;0;0
289000.0;3;1.75;1260;8400;1.0;0;0;3;7;1260;0;0;1290;8750;2014;8;3;3;0;0;2;118;0;1;0;0;9660;0.1304;1.0;0.96;0.9767;284908.5965;72;72;0.5833;3.0;21;0;0;0;0.1696;0;0
505000.0;3;1.75;2519;8690;2.0;0;0;5;8;2519;0;0;2500;9500;2014;10;1;4;0;0;2;172;0;0;1;0;11209;0.2247;1.0;0.9147;1.0076;464231.8386;53;53;0.5833;1.5;40;0;0;0;0.1638;0;0
549000.0;3;1.75;1540;1044;3.0;0;0;3;8;1540;0;0;1580;3090;2014;12;6;4;1;0;2;219;0;0;0;1;2584;0.596;1.0;0.3379;0.9747;619900.5472;12;12;0.5833;1.0;24;0;0;1;0.0713;1;1
425000.0;3;2.25;1660;6000;1.0;0;0;3;7;1110;550;0;1440;4080;2014;6;1;2;0;0;1;32;0;1;0;0;7660;0.2167;0.6687;1.4706;1.1528;634360.1793;47;47;0.75;3.0;21;0;1;0;0.0355;0;0
317625.0;3;2.75;2770;3809;1.5;0;0;5;7;1770;1000;0;1440;4000;2014;11;3;4;0;0;2;202;0;0;1;0;6579;0.421;0.639;0.9522;1.9236;594547.6501;101;101;0.9167;2.0;35;0;1;0;0.0422;0;0
975000.0;4;2.5;2720;11049;2.0;0;0;3;10;2720;0;0;2750;11049;2014;9;1;3;0;0;2;130;0;0;1;0;13769;0.1975;1.0;1.0;0.9891;1355927.082;37;37;0.625;2.0;30;0;0;0;0.1423;1;0
287000.0;4;2.5;2240;4648;2.0;0;0;3;7;2240;0;0;2221;4557;2014;10;3;4;0;0;2;160;0;0;1;0;6888;0.3252;1.0;1.02;1.0086;280804.6906;21;21;0.625;2.0;21;0;0;0;0.2787;1;0
204000.0;3;1.0;1000;12070;1.0;0;0;4;7;1000;0;0;1010;12635;2014;8;0;3;0;0;2;115;0;1;0;0;13070;0.0765;1.0;0.9553;0.9901;311632.1058;58;58;0.3333;3.0;28;0;0;0;0.33;0;0
1325000.0;5;2.25;3200;20158;1.0;0;0;3;8;1600;1600;0;3390;20158;2014;6;3;2;0;0;1;41;0;1;0;0;23358;0.137;0.5;1.0;0.944;1355927.082;61;61;0.45;5.0;24;0;1;0;0.1196;0;0
1040000.0;5;3.25;4770;50094;1.0;0;0;4;11;3070;1700;0;3530;38917;2014;9;4;3;0;0;2;133;0;0;1;0;54864;0.0869;0.6436;1.2872;1.3513;810164.875;53;53;0.65;5.0;44;0;1;0;0.1782;0;0
325000.0;3;2.0;1260;5612;1.0;0;0;4;7;1260;0;0;1640;4745;2015;1;0;1;0;0;1;248;0;0;0;1;6872;0.1834;1.0;1.1827;0.7683;521652.8587;54;54;0.6667;3.0;28;0;0;0;0.2008;0;0
571000.0;4;2.0;2750;7807;1.5;0;0;5;7;2250;500;0;1510;7807;2014;6;1;2;0;0;1;39;0;1;0;0;10557;0.2605;0.8182;1.0;1.8212;469455.7707;110;110;0.5;2.6667;35;0;1;0;0.1194;0;0
360000.0;4;2.5;2380;5000;2.0;0;0;3;8;2380;0;0;2420;5000;2014;7;3;3;0;0;2;69;0;1;0;0;7380;0.3225;1.0;1.0;0.9835;366867.6;21;21;0.625;2.0;24;0;0;0;0.3846;1;0
349000.0;3;1.75;1790;50529;1.0;0;0;5;7;1090;700;0;1940;50529;2015;3;0;1;0;0;1;318;1;0;0;0;52319;0.0342;0.6089;1.0;0.9227;311632.1058;61;61;0.5833;3.0;35;0;1;0;0.3636;0;0
832500.0;4;4.0;3430;35102;2.0;0;0;4;10;2390;1040;0;3240;35020;2014;11;2;4;0;0;2;187;0;0;1;0;38532;0.089;0.6968;1.0023;1.0586;790576.6546;40;40;1.0;2.0;40;0;1;0;0.3459;1;0
380000.0;4;1.75;1760;7300;1.0;0;0;3;7;880;880;0;1680;7500;2014;10;0;4;0;0;2;164;0;0;1;0;9060;0.1943;0.5;0.9733;1.0476;645507.3781;70;70;0.4375;4.0;21;0;1;0;0.2071;0;0
480000.0;3;1.0;1040;5060;1.0;0;0;3;7;1040;0;0;890;5060;2015;4;0;2;0;0;1;353;1;0;0;0;6100;0.1705;1.0;1.0;1.1685;618634.1697;85;85;0.3333;3.0;21;0;0;0;0.0751;0;0
410000.0;3;1.0;1410;5060;1.0;0;0;4;7;910;500;0;1130;5693;2014;6;0;2;0;0;1;38;0;1;0;0;6470;0.2179;0.6454;0.8888;1.2478;386997.3968;70;70;0.3333;3.0;28;0;1;0;0.1014;0;0
720000.0;4;2.5;3450;39683;2.0;0;0;3;10;3450;0;0;3350;39750;2015;3;0;1;0;0;1;325;1;0;0;0;43133;0.08;1.0;0.9983;1.0299;423665.99;24;24;0.625;2.0;30;0;0;0;0.4051;1;0
390000.0;3;2.5;2350;5100;2.0;0;0;3;8;2350;0;0;2350;5363;2014;12;1;4;0;0;2;214;0;0;0;1;7450;0.3154;1.0;0.951;1.0;366867.6;23;23;0.8333;1.5;24;0;0;0;0.4124;1;0
360000.0;4;2.5;1900;5889;2.0;0;0;3;7;1900;0;0;1870;6405;2014;12;0;4;0;0;2;234;0;0;0;1;7789;0.2439;1.0;0.9194;1.016;366867.6;34;34;0.625;2.0;21;0;0;0;0.396;1;0
355000.0;2;1.0;2020;6720;1.0;0;0;3;7;1010;1010;0;1720;6720;2014;10;1;4;0;0;2;179;0;0;1;0;8740;0.2311;0.5;1.0;1.1744;417637.4331;78;78;0.5;2.0;21;0;1;0;0.0717;0;0
356000.0;3;1.5;1680;8712;1.0;0;0;3;8;1680;0;0;1850;8797;2015;1;2;1;0;0;1;271;0;0;0;1;10392;0.1617;1.0;0.9903;0.9081;493552.5321;62;62;0.5;3.0;24;0;0;0;0.2218;0;0
315000.0;3;1.0;960;6634;1.0;0;0;3;6;960;0;0;1570;7203;2014;6;0;2;0;0;1;31;0;1;0;0;7594;0.1264;1.0;0.921;0.6115;469455.7707;74;74;0.3333;3.0;18;0;0;0;0.1222;0;0
940000.0;3;1.5;2140;3600;2.0;0;0;3;9;1900;240;0;2020;4800;2014;11;4;4;0;0;2;196;0;0;1;0;5740;0.3728;0.8879;0.75;1.0594;849448.0163;101;101;0.5;1.5;27;0;1;0;0.0429;0;0
305000.0;5;2.25;2660;8400;1.5;0;0;5;7;2660;0;0;1590;8165;2014;11;0;4;0;0;2;185;0;0;1;0;11060;0.2405;1.0;1.0288;1.673;334921.0627;65;65;0.45;3.3333;35;0;0;0;0.3463;0;0
461000.0;3;3.25;2770;6278;2.0;0;0;3;9;1980;790;0;1900;7349;2014;6;2;2;0;0;1;47;0;1;0;0;9048;0.3061;0.7148;0.8543;1.4579;420890.5493;20;20;1.0833;1.5;27;0;1;0;0.1571;1;0
215000.0;2;2.25;1610;2040;2.0;0;0;4;7;1610;0;0;1950;2025;2014;5;0;2;0;0;1;17;1;0;0;0;3650;0.4411;1.0;1.0074;0.8256;420890.5493;47;47;1.125;1.0;28;0;0;0;0.1639;0;0
335000.0;2;1.75;1030;1066;2.0;0;0;3;7;765;265;0;1030;1106;2014;9;3;3;0;0;2;125;0;0;1;0;2096;0.4914;0.7427;0.9638;1.0;551688.673;20;20;0.875;1.0;21;0;1;0;0.0865;1;0
243500.0;4;2.5;1980;7403;2.0;0;0;3;7;1980;0;0;1980;7510;2014;5;3;2;0;0;1;20;1;0;0;0;9383;0.211;1.0;0.9858;1.0;286732.7916;38;38;0.625;2.0;21;0;0;0;0.319;1;0
1099880.0;5;2.75;3520;6353;2.0;0;0;4;10;3520;0;0;2520;6250;2015;3;2;1;0;0;1;313;1;0;0;0;9873;0.3565;1.0;1.0165;1.3968;791820.8076;25;25;0.55;2.5;40;0;0;0;0.0738;1;0
153000.0;3;1.0;1200;10500;1.0;0;0;3;7;1200;0;0;1350;10500;2015;2;3;1;0;0;1;300;0;0;0;1;11700;0.1026;1.0;1.0;0.8889;286732.7916;64;64;0.3333;3.0;21;0;0;0;0.2848;0;0
430000.0;3;1.5;1580;5000;1.0;0;0;3;8;1290;290;0;1570;4500;2014;7;4;3;0;0;2;84;0;1;0;0;6580;0.2401;0.8165;1.1111;1.0064;576795.0072;87;87;0.5;3.0;24;0;1;0;0.0971;0;0
700000.0;3;1.5;1580;5000;1.0;0;0;3;8;1290;290;0;1570;4500;2014;12;1;4;0;0;2;235;0;0;0;1;6580;0.2401;0.8165;1.1111;1.0064;576795.0072;87;87;0.5;3.0;24;0;1;0;0.0971;0;0
905000.0;4;2.5;3300;10250;1.0;0;0;3;7;2390;910;1991;1950;6045;2014;9;0;3;0;0;2;129;0;0;1;0;13550;0.2435;0.7242;1.6956;1.6923;1194230.0213;80;35;0.625;4.0;21;1;1;0;0.0852;1;0
247500.0;3;1.75;1960;15681;1.0;0;0;3;7;1960;0;0;1750;15616;2015;3;0;1;0;0;1;332;1;0;0;0;17641;0.1111;1.0;1.0042;1.12;251296.24;59;59;0.5833;3.0;21;0;0;0;0.2546;0;0
199000.0;4;1.5;1160;6400;1.0;0;0;4;7;1160;0;0;1160;6400;2014;9;4;3;0;0;2;133;0;0;1;0;7560;0.1534;1.0;1.0;1.0;286732.7916;51;51;0.375;4.0;28;0;0;0;0.3061;0;0
314000.0;3;1.75;1810;41800;1.0;0;0;5;7;1210;600;0;1650;135036;2014;7;4;3;0;0;2;70;0;1;0;0;43610;0.0415;0.6685;0.3095;1.097;366867.6;46;46;0.5833;3.0;35;0;1;0;0.422;0;0
437500.0;3;2.5;2320;36847;2.0;0;2;3;9;2320;0;0;2550;35065;2014;5;4;2;0;0;1;14;1;0;0;0;39167;0.0592;1.0;1.0508;0.9098;439471.0814;34;34;0.8333;1.5;27;0;0;0;0.6301;1;0
850830.0;3;2.5;2070;13241;1.5;0;0;5;9;1270;800;0;2200;4500;2014;6;2;2;0;0;1;40;0;1;0;0;15311;0.1352;0.6135;2.9424;0.9409;901258.2667;116;116;0.8333;2.0;45;0;1;0;0.0392;0;0
555000.0;3;2.0;1980;3478;1.5;0;0;4;7;1440;540;0;1610;3478;2014;10;0;4;0;0;2;178;0;0;1;0;5458;0.3628;0.7273;1.0;1.2298;576795.0072;97;97;0.6667;2.0;28;0;1;0;0.0817;0;0
699950.0;3;2.25;2190;107593;2.0;0;0;4;8;2190;0;0;2570;47777;2014;12;4;4;0;0;2;224;0;0;0;1;109783;0.0199;1.0;2.252;0.8521;682774.8788;43;43;0.75;1.5;32;0;0;0;0.3023;1;0
1088000.0;3;2.5;2920;8113;2.0;0;0;3;8;2920;0;2010;2370;8113;2014;10;1;4;0;0;2;158;0;0;1;0;11033;0.2647;1.0;1.0;1.2321;1355927.082;76;16;0.8333;1.5;24;1;0;0;0.1383;1;0
290000.0;3;1.0;1210;33919;1.0;0;0;3;7;1210;0;0;1640;14910;2014;9;2;3;0;0;2;145;0;0;1;0;35129;0.0344;1.0;2.2749;0.7378;353608.6352;72;72;0.3333;3.0;21;0;0;0;0.2245;0;0
375000.0;3;2.5;2340;10005;1.0;0;0;4;8;1460;880;0;2250;8162;2015;4;3;2;0;0;1;335;1;0;0;0;12345;0.1896;0.6239;1.2258;1.04;353608.6352;48;48;0.8333;3.0;32;0;1;0;0.2574;0;0
460000.0;3;1.0;1670;4005;1.5;0;0;4;7;1170;500;0;1240;4005;2014;5;4;2;0;0;1;21;1;0;0;0;5675;0.2943;0.7006;1.0;1.3468;576795.0072;87;87;0.3333;2.0;28;0;1;0;0.0946;0;0
188500.0;2;1.75;1240;2493;1.0;0;0;4;8;1240;0;0;1270;4966;2014;7;2;3;0;0;2;82;0;1;0;0;3733;0.3322;1.0;0.502;0.9764;302878.8821;41;41;0.875;2.0;32;0;0;0;0.2251;1;0
